views,likes,comments,category,channel,trending
4170647,51539,12821,Music,Channel_86,0
587470,112843,19870,Gaming,Channel_65,1
3975409,103588,13410,Gaming,Channel_46,1
3306141,183465,22185,Gaming,Channel_35,1
178216,39187,19133,Music,Channel_49,0
4650292,116913,24169,News,Channel_81,0
2177512,39066,23359,Music,Channel_34,1
3684460,66431,27400,Education,Channel_29,0
2537015,164714,34173,Gaming,Channel_6,0
124662,208304,11179,Music,Channel_1,1
1819352,68600,36343,Music,Channel_55,0
3245571,271131,35495,Gaming,Channel_27,1
2895558,283654,6487,Sports,Channel_12,1
637438,10021,14760,Gaming,Channel_4,1
1481175,179121,26439,Music,Channel_80,0
1830484,824,26929,Gaming,Channel_52,0
1668690,282304,6291,Music,Channel_11,0
4420425,3835,27472,News,Channel_52,0
1970036,50378,29403,Education,Channel_84,0
3912451,75545,2501,News,Channel_26,0
2747153,86400,43040,Music,Channel_28,1
1105188,223933,1755,Education,Channel_72,0
3710726,105086,36158,Music,Channel_66,1
3784112,206099,5816,Gaming,Channel_90,1
2307569,179587,17600,News,Channel_27,0
212463,253487,32616,Music,Channel_97,1
1668788,57909,1890,Music,Channel_55,0
269602,213864,11223,Music,Channel_71,1
2395820,284755,46597,Gaming,Channel_54,0
663213,141759,24966,Gaming,Channel_46,0
4737912,260331,7688,Sports,Channel_36,1
2192306,218940,39268,Music,Channel_21,1
2674683,123365,39484,Gaming,Channel_49,0
3847703,164374,27553,Sports,Channel_34,1
2508720,128434,3746,Sports,Channel_87,0
3743849,125461,18579,Sports,Channel_34,1
94476,204785,13014,Sports,Channel_40,0
115560,147266,48443,News,Channel_7,1
1350987,220418,41961,News,Channel_90,1
3708957,61387,36397,Sports,Channel_52,0
870241,45171,7766,Gaming,Channel_49,0
550656,166088,6147,Sports,Channel_81,0
3439856,148626,47881,News,Channel_95,1
3581885,12997,47210,Music,Channel_89,0
3404209,5249,47178,Gaming,Channel_37,1
2098953,44795,1063,Music,Channel_62,1
2728978,23368,8830,Music,Channel_15,0
2996785,187532,43702,Gaming,Channel_2,0
3981125,219602,9334,Music,Channel_11,1
1827629,159510,10312,News,Channel_96,0
2396265,9106,25127,Education,Channel_94,0
92679,47592,36043,News,Channel_17,1
2779217,188477,976,Music,Channel_88,0
1340083,101504,45151,Sports,Channel_45,1
3025628,263441,44174,Gaming,Channel_68,1
3704367,185592,11739,Sports,Channel_61,1
4807540,23912,4069,Gaming,Channel_46,1
3891702,132854,15604,Gaming,Channel_32,1
3989395,184136,14612,News,Channel_19,0
2375151,126810,49102,Gaming,Channel_67,1
178476,235586,39170,Sports,Channel_4,0
1200217,7223,45101,News,Channel_25,0
2676877,277095,345,Gaming,Channel_73,1
2254962,26865,37710,Music,Channel_21,0
2950908,1056,19326,Music,Channel_87,1
4014880,277063,9363,Gaming,Channel_93,1
1932441,210196,3770,Gaming,Channel_94,0
266033,94145,44121,Sports,Channel_89,0
4729161,71265,8424,Gaming,Channel_93,0
3353477,212578,11990,Sports,Channel_98,0
3925845,220224,8048,Gaming,Channel_14,1
1136730,246946,28722,Gaming,Channel_22,0
1157649,235797,44867,Sports,Channel_48,0
3703085,272506,44659,Sports,Channel_51,0
843329,271377,32137,Gaming,Channel_80,1
1194582,249058,15573,Gaming,Channel_11,0
889976,50054,16834,Music,Channel_59,0
1592570,85010,9554,News,Channel_14,0
175588,203084,33118,Music,Channel_7,1
3774618,293182,27272,Music,Channel_69,0
3586854,57975,42268,Gaming,Channel_58,1
1531332,234476,36772,Music,Channel_40,0
4320050,69786,11117,Gaming,Channel_93,0
4740023,293613,21062,Education,Channel_81,1
1034290,90942,16628,Education,Channel_94,0
4626535,155771,13015,Music,Channel_25,1
4950702,176261,4734,Gaming,Channel_78,1
3447549,114783,45639,Education,Channel_42,1
3159546,212688,15162,Music,Channel_86,1
482438,212253,49592,Sports,Channel_44,1
4769424,181037,44505,Education,Channel_5,1
2706430,80270,9659,Music,Channel_28,1
1259542,55881,16795,Education,Channel_76,0
1121780,191760,33581,News,Channel_100,0
2143936,120783,28917,Music,Channel_60,0
4073091,60703,18114,Sports,Channel_77,0
1305140,293587,6643,Sports,Channel_21,0
4809098,74807,13269,Music,Channel_96,1
3794868,210097,18358,News,Channel_49,0
1789702,277958,33317,Sports,Channel_56,0
3697724,223863,47220,Sports,Channel_57,1
1592711,191197,32493,Music,Channel_85,0
1629853,78373,18321,Gaming,Channel_61,1
2059721,107914,203,Sports,Channel_38,0
1961391,114962,15718,Gaming,Channel_73,0
4658448,19487,36356,Gaming,Channel_2,0
4077773,278281,35304,Sports,Channel_3,1
4513121,217800,22172,Music,Channel_43,1
2121100,26059,8298,Education,Channel_74,1
60072,12483,20195,Gaming,Channel_35,0
3476432,213327,35469,Music,Channel_73,1
3884337,230592,44857,Gaming,Channel_40,0
2164843,13724,10411,Music,Channel_96,0
2763594,212885,7825,Music,Channel_85,0
4035941,96998,31238,News,Channel_58,0
4202390,267290,38742,Music,Channel_34,1
390962,98125,4090,Education,Channel_25,0
4787445,31526,23340,Gaming,Channel_56,1
3478899,45109,27151,News,Channel_32,1
3424788,13198,43327,Music,Channel_22,1
802680,237455,9252,Sports,Channel_89,1
4132279,111083,35314,Sports,Channel_65,1
1860234,5570,3736,Sports,Channel_100,0
943529,108773,47368,Music,Channel_21,0
4958514,215458,1672,News,Channel_80,1
3941008,41440,401,Sports,Channel_96,1
1588138,40407,15322,Education,Channel_21,0
2087172,207942,25177,Education,Channel_28,0
1366265,129199,11191,News,Channel_19,0
3931131,25257,37081,News,Channel_14,1
3243222,151025,14665,Music,Channel_87,1
116981,170542,44412,Music,Channel_24,0
4211608,41996,44594,Education,Channel_20,1
1323014,211990,49239,Gaming,Channel_32,1
289569,67018,49071,Music,Channel_74,0
725071,158037,39047,News,Channel_52,1
3257505,70418,31513,Education,Channel_65,1
403641,224165,2967,Sports,Channel_95,1
4813056,144773,37018,Music,Channel_52,1
3777764,266907,24795,Education,Channel_58,1
1516538,1843,3238,Sports,Channel_79,0
2900675,235314,8513,Sports,Channel_95,0
3400902,270799,2738,Music,Channel_92,1
4850666,236202,4936,Gaming,Channel_10,1
3400618,40034,34604,Gaming,Channel_70,0
3405629,248150,30806,Sports,Channel_15,1
2193848,108863,1568,Music,Channel_47,0
2774219,211680,43282,Sports,Channel_91,1
4865912,140717,30860,Music,Channel_10,1
1645173,151146,46815,Music,Channel_21,0
970224,9950,4720,Sports,Channel_19,0
2768549,297323,40725,Music,Channel_68,1
4262725,240749,43923,Education,Channel_22,0
237436,45210,8544,Music,Channel_63,0
2215178,187411,25604,Sports,Channel_38,0
75804,160821,39293,Music,Channel_15,0
3658390,239364,16083,Gaming,Channel_70,1
2977877,148875,7935,Music,Channel_75,1
3790514,83692,30029,News,Channel_44,1
4958107,33687,26585,Gaming,Channel_30,1
1973871,285176,23898,Education,Channel_24,1
1941483,158347,23449,Gaming,Channel_86,1
2912898,540,6737,Music,Channel_94,1
488335,271705,35308,Music,Channel_46,1
3510163,290548,20203,Gaming,Channel_4,1
3388951,42997,29059,Music,Channel_6,1
1262402,238851,25448,Sports,Channel_38,0
3876251,2791,17218,Education,Channel_26,0
3841507,17340,19708,Gaming,Channel_19,0
1367851,267411,17013,Gaming,Channel_2,0
2580082,58652,2986,Gaming,Channel_68,0
2127028,185331,47726,News,Channel_69,0
2986032,34966,24317,Gaming,Channel_47,0
3078195,235449,25382,Sports,Channel_99,1
2327344,277769,6485,Education,Channel_29,0
3458100,263035,30504,Music,Channel_64,0
2350465,235985,23528,News,Channel_80,1
1077837,121275,11772,Music,Channel_12,0
3100449,127158,10152,Music,Channel_85,1
3111999,299490,12531,News,Channel_73,1
1538746,81860,30078,Sports,Channel_11,0
1630040,95664,38635,News,Channel_8,0
2412596,171013,25919,News,Channel_60,0
2240564,285120,22900,News,Channel_26,1
3664289,11330,37394,Music,Channel_32,1
4189699,65135,35030,Sports,Channel_39,0
2917596,222182,2414,Gaming,Channel_4,1
4128436,235087,10353,Sports,Channel_98,0
2466933,117306,15559,Sports,Channel_92,1
4867940,125365,12312,Sports,Channel_89,1
3463511,192940,27557,Gaming,Channel_44,1
385083,11790,38008,Gaming,Channel_99,0
532598,201427,14053,Music,Channel_83,1
2279845,112706,41817,Gaming,Channel_35,0
667252,106085,37890,Gaming,Channel_51,0
3051798,253741,4993,Gaming,Channel_51,1
2537047,133011,18876,Sports,Channel_29,0
3325353,122646,48381,Gaming,Channel_78,0
3255992,11126,8211,Sports,Channel_85,1
4798663,219036,13515,Gaming,Channel_36,1
697362,209718,41765,Gaming,Channel_78,1
4462835,23877,16335,Gaming,Channel_60,0
3536443,1218,2175,Sports,Channel_15,0
1933303,175167,2405,Gaming,Channel_51,0
2752821,83758,7341,Music,Channel_50,1
427941,142334,24284,Music,Channel_94,1
3874770,85271,28002,News,Channel_55,0
4851224,244453,25456,Gaming,Channel_12,1
387354,220677,26260,Music,Channel_50,0
2941149,32181,43924,Sports,Channel_62,0
936709,28527,15963,Music,Channel_5,0
2486178,155356,17989,News,Channel_27,0
3254965,27658,18941,Gaming,Channel_79,0
2086469,280064,25019,Gaming,Channel_90,1
3666632,257481,15779,Sports,Channel_9,0
3523348,209701,18426,Education,Channel_35,1
1347365,49657,30183,Gaming,Channel_13,0
1137078,434,778,Gaming,Channel_44,0
487598,182981,35927,Gaming,Channel_46,1
4544758,26651,6395,Education,Channel_97,0
534037,154236,34514,Gaming,Channel_98,0
3832871,179248,5974,News,Channel_68,1
585933,296155,5150,Sports,Channel_77,0
214933,14556,12132,Gaming,Channel_74,0
1002720,172606,49572,News,Channel_53,0
2148914,1314,42811,News,Channel_1,0
2686662,122732,18492,Sports,Channel_11,0
428709,88337,37442,Sports,Channel_50,0
256539,272176,36764,News,Channel_9,0
1751866,206968,22466,Gaming,Channel_38,1
3305513,77364,9550,Gaming,Channel_87,1
3778173,120055,35394,Music,Channel_13,1
1803272,189906,33258,Music,Channel_5,1
4848384,123790,9487,Music,Channel_25,0
4177429,201472,10273,Music,Channel_10,0
3169097,34317,30931,Music,Channel_5,0
2036030,247669,19755,Gaming,Channel_22,1
1951852,260966,13684,Education,Channel_42,0
13120,119655,26748,Sports,Channel_89,0
625135,265398,11366,News,Channel_20,0
4818167,25100,31863,Gaming,Channel_28,1
4740052,111569,28329,Education,Channel_21,1
2054902,99905,48674,Education,Channel_11,0
4746920,122651,37757,Music,Channel_93,1
2222186,270009,44789,Music,Channel_69,1
3322613,253565,26525,Music,Channel_37,1
835030,249512,36148,News,Channel_49,1
4387152,258855,38457,Gaming,Channel_69,1
2352441,111123,41371,Sports,Channel_33,0
2925553,12531,40241,Gaming,Channel_45,0
2267598,100156,1676,Sports,Channel_100,0
1777238,207101,40558,Education,Channel_8,0
63784,144786,5282,Music,Channel_6,0
4911662,58943,26222,Music,Channel_15,1
2460730,71111,13376,Sports,Channel_15,1
4439072,43866,9431,Music,Channel_9,1
1996127,37266,33370,Gaming,Channel_61,0
1742070,258670,1937,Music,Channel_56,1
1509834,121648,24505,Gaming,Channel_5,0
1036108,238292,24601,Music,Channel_26,0
4338739,264081,39580,Music,Channel_87,1
479365,270455,29255,Gaming,Channel_80,1
2915212,86859,1067,Education,Channel_57,0
2075242,205075,13401,Sports,Channel_35,1
3216400,292495,38020,Education,Channel_10,0
1620110,157881,13472,News,Channel_91,0
495209,220722,33147,Sports,Channel_80,1
614398,3265,25860,Gaming,Channel_21,1
1535230,164908,20131,Music,Channel_12,0
1764796,267098,5196,Music,Channel_9,1
4791280,292651,21516,Gaming,Channel_16,1
852980,289877,22424,Sports,Channel_73,0
1767299,273999,13881,Music,Channel_93,1
4468610,216889,30593,Music,Channel_54,1
4021018,237089,44887,Gaming,Channel_23,0
1663656,55579,41505,Gaming,Channel_39,0
4895097,81444,5259,Sports,Channel_88,0
2611366,211007,24850,Gaming,Channel_22,1
1235599,244800,44401,Sports,Channel_55,0
4957780,262898,31593,Gaming,Channel_31,1
561846,52092,10461,Education,Channel_74,0
4324242,79082,27684,Gaming,Channel_47,1
1196307,65721,35690,News,Channel_27,0
2872712,265371,29824,Gaming,Channel_98,1
4118143,112010,3387,Sports,Channel_48,1
2978407,284511,21826,News,Channel_39,0
856656,7044,14553,Music,Channel_88,0
4661745,16273,42830,Sports,Channel_21,0
3567568,181181,6959,Music,Channel_15,0
4680020,205394,42715,Music,Channel_81,1
1793363,75358,29379,News,Channel_45,1
639922,85285,22674,Gaming,Channel_19,0
778867,251021,9559,Music,Channel_53,0
4061861,281729,32252,Music,Channel_89,1
3067461,22241,26104,Sports,Channel_55,1
2503884,178813,551,Gaming,Channel_86,0
1703424,285254,133,Music,Channel_49,1
3302643,141850,6607,Music,Channel_78,0
4176252,190419,11103,News,Channel_61,0
1186560,247467,42973,Gaming,Channel_60,0
1761968,249140,29858,Music,Channel_92,1
947301,50707,39367,Sports,Channel_76,0
4857113,11367,13372,Gaming,Channel_91,1
4328101,156028,37892,Music,Channel_24,1
868838,217506,33828,Music,Channel_86,1
1058880,71048,14048,News,Channel_39,0
3088714,55159,30423,Education,Channel_61,0
4320859,5576,18570,Music,Channel_100,1
3479192,122484,19049,Sports,Channel_23,0
1572853,51418,35938,Sports,Channel_72,1
469224,249080,10919,Gaming,Channel_92,1
3131576,295853,31680,Music,Channel_93,1
3241216,248099,49747,News,Channel_79,0
1308066,183511,48351,Gaming,Channel_39,1
786890,218432,36874,Education,Channel_72,1
4088954,285540,36189,Gaming,Channel_92,1
923229,112322,16303,Sports,Channel_97,0
2839109,235374,35046,Sports,Channel_11,1
2604441,7519,17548,Sports,Channel_42,1
4807799,218934,17001,News,Channel_25,1
199017,242235,45820,Gaming,Channel_34,0
3744757,224360,32699,Gaming,Channel_22,1
2869921,209846,28720,Sports,Channel_2,1
4866368,208232,33218,Gaming,Channel_51,1
3004225,255127,9990,Education,Channel_16,1
2330518,63315,12778,Education,Channel_11,0
4445623,34417,40140,Gaming,Channel_78,1
4229316,107287,34660,News,Channel_96,1
667775,210600,21912,News,Channel_86,1
3579478,130214,46130,Music,Channel_69,0
4703034,141330,26798,Music,Channel_100,1
455529,272669,3808,Sports,Channel_87,0
2345218,141912,9476,Music,Channel_62,1
2862129,125506,16606,News,Channel_19,0
1112766,205165,28940,News,Channel_29,1
3422147,228180,23337,News,Channel_42,1
540203,21068,23420,Music,Channel_23,0
1312629,228855,29590,Music,Channel_60,1
901542,240045,29056,Music,Channel_73,0
3212636,38882,1609,Music,Channel_18,0
3955780,54981,29297,Education,Channel_95,0
4229416,23316,27866,Sports,Channel_81,0
2946759,45703,33991,Music,Channel_55,1
295768,290393,1907,Music,Channel_18,0
3353921,93376,14978,News,Channel_27,0
62264,225459,25938,Gaming,Channel_85,1
2460507,138529,10943,Music,Channel_1,1
4839094,151353,5810,Education,Channel_96,1
4638452,118479,44929,Gaming,Channel_14,1
3453097,216592,46831,Music,Channel_59,1
3352191,223127,37705,Sports,Channel_78,0
1219284,103444,22132,Sports,Channel_33,0
3081202,187925,17615,Sports,Channel_36,1
3722993,288375,45028,Gaming,Channel_39,1
1949058,258190,9939,Music,Channel_76,0
4689827,56477,43518,Sports,Channel_45,1
623207,111424,29954,Sports,Channel_25,0
4906536,43096,737,Sports,Channel_15,1
643064,86634,20820,Gaming,Channel_20,1
866630,81154,48703,Music,Channel_34,0
4326001,648,42911,Music,Channel_58,0
2947878,194016,49681,News,Channel_60,1
1986500,47244,12321,Music,Channel_78,0
2973881,179129,32567,Music,Channel_30,1
1310989,110416,4418,Sports,Channel_13,0
169678,140823,42164,Music,Channel_78,1
4627160,251193,1986,Sports,Channel_93,1
4051501,285145,33114,Music,Channel_90,1
976924,105721,38593,Music,Channel_67,0
804789,122771,33983,News,Channel_89,0
171923,244176,46658,Music,Channel_91,1
301406,57314,43728,Education,Channel_45,0
518961,258392,22182,Sports,Channel_40,0
1036598,248144,31989,Gaming,Channel_80,0
2512902,118788,33012,Gaming,Channel_38,0
3641377,33113,46887,Music,Channel_75,1
164944,15340,23442,Gaming,Channel_93,1
2597105,133216,11243,Gaming,Channel_47,1
3023345,124689,132,Music,Channel_88,1
2691543,49419,15556,Education,Channel_29,1
2970852,226280,17754,Music,Channel_34,1
4757004,194,33855,Music,Channel_11,1
1359454,121539,9839,Gaming,Channel_20,0
3872018,237442,42851,Music,Channel_20,0
1071804,55820,46183,Gaming,Channel_73,0
2438220,78737,20386,Gaming,Channel_56,1
2104627,200132,43220,Education,Channel_23,1
3099350,35130,13828,Sports,Channel_100,0
4436686,179566,41078,Education,Channel_91,1
3578643,191645,35671,Sports,Channel_88,1
4625341,80538,23206,Music,Channel_25,1
2390911,186195,894,News,Channel_89,1
1727681,184178,1265,News,Channel_33,1
118408,10143,22807,Sports,Channel_31,0
637431,137487,31143,News,Channel_74,0
3436504,213492,49514,Sports,Channel_79,1
800288,97003,9965,News,Channel_1,0
1237541,115752,30412,Education,Channel_54,1
2037721,148167,32229,Sports,Channel_16,1
1641913,35712,32748,Music,Channel_85,0
318798,251157,41273,Gaming,Channel_59,1
1252222,144584,18090,Sports,Channel_66,1
491783,79394,40102,Gaming,Channel_3,0
1108177,87967,28041,Music,Channel_15,0
787796,276580,13374,Sports,Channel_32,1
4660014,245589,46116,Music,Channel_50,0
3495585,47414,15375,Music,Channel_91,0
1993834,91256,2393,Gaming,Channel_100,0
4124412,90957,11802,Sports,Channel_99,1
4916379,31162,36462,Gaming,Channel_60,1
3920736,292891,14911,News,Channel_88,1
4717302,54335,20064,Music,Channel_8,0
2474055,169849,10655,Gaming,Channel_7,1
1328877,224874,41864,News,Channel_4,1
4177852,233252,6410,Gaming,Channel_94,1
2688328,133084,36165,News,Channel_10,0
1900955,191319,20381,Music,Channel_60,0
1906888,41825,45799,Gaming,Channel_25,0
4199811,245311,33678,Sports,Channel_42,1
673225,194318,22970,Sports,Channel_47,0
3511463,22753,26321,Education,Channel_96,0
1441334,119502,18507,Sports,Channel_96,0
2125365,130285,18235,News,Channel_32,1
3071610,212214,47683,Sports,Channel_74,1
3204178,30349,12863,Music,Channel_73,1
398693,34131,44725,Sports,Channel_25,0
3733238,41456,1615,News,Channel_89,0
1973613,249390,10582,Sports,Channel_16,0
2616880,126540,27338,Sports,Channel_49,0
3825484,236250,9397,Gaming,Channel_16,1
3159483,83414,36794,Music,Channel_94,0
3336705,96676,29655,Music,Channel_38,1
1345091,188317,39637,Gaming,Channel_5,0
405470,6135,43639,Education,Channel_7,0
4330394,238590,18830,Sports,Channel_77,1
792624,252438,36080,Gaming,Channel_8,0
4919580,178593,8014,Music,Channel_33,1
1602207,233094,37787,Music,Channel_62,0
1608245,291200,43061,Gaming,Channel_74,1
2996035,219378,3216,Education,Channel_84,1
2310305,10124,21859,Music,Channel_32,0
2857188,647,20053,Music,Channel_93,1
2544628,38644,11222,Music,Channel_1,0
485427,35786,18908,Music,Channel_91,0
2418714,154682,28693,Gaming,Channel_20,1
4719740,288963,23882,News,Channel_55,0
3959905,38378,13603,Sports,Channel_63,1
4792506,77195,27883,News,Channel_78,1
4084372,256296,13340,Gaming,Channel_79,0
1110229,188237,43702,Music,Channel_6,1
3894623,87772,18345,Gaming,Channel_52,1
4387897,106755,22687,Education,Channel_2,1
2090884,70866,29581,Music,Channel_93,0
4205099,236338,37393,Gaming,Channel_39,1
3381796,215740,28197,Gaming,Channel_32,1
1512546,193909,8292,Music,Channel_51,0
4822699,282673,42273,Music,Channel_69,1
1497030,270137,3448,News,Channel_86,0
2850090,44666,19628,News,Channel_92,0
3313750,267789,14678,News,Channel_32,1
12009,248955,38815,Music,Channel_93,0
4373472,150704,26477,Gaming,Channel_3,0
1724480,235123,1214,Music,Channel_62,1
3700397,74985,23990,Sports,Channel_95,0
1992367,60676,20010,Sports,Channel_13,0
331328,229511,42326,Gaming,Channel_70,0
4410013,107735,40643,Music,Channel_21,1
2709668,142485,31564,Music,Channel_61,1
1001294,60487,46687,Music,Channel_14,0
3199454,65045,47993,Music,Channel_89,0
947984,163985,44583,Music,Channel_71,0
2286362,138393,38247,News,Channel_22,1
2843894,97571,25078,Gaming,Channel_32,1
3451375,20625,172,Gaming,Channel_41,0
178265,33590,17270,Sports,Channel_32,0
3227585,123741,28108,Music,Channel_42,0
3529329,42908,16044,Education,Channel_52,0
3037773,155034,6263,Music,Channel_94,1
4385432,82800,20752,Gaming,Channel_81,1
1691792,15237,11621,Education,Channel_54,0
1632570,270980,42369,Gaming,Channel_62,0
1976556,93412,7056,Music,Channel_85,0
3491678,298312,21337,Sports,Channel_90,1
4774598,15914,14245,Music,Channel_43,1
1661102,125222,32676,News,Channel_3,0
2346170,146478,48446,News,Channel_38,0
1512710,224988,260,Gaming,Channel_81,1
1768091,87479,1352,Music,Channel_39,0
833230,54049,5243,Gaming,Channel_70,1
817609,226967,42459,Gaming,Channel_85,0
3636192,4344,45333,Music,Channel_45,1
4585470,27278,19390,Sports,Channel_46,0
4063316,64646,28194,News,Channel_13,1
3189741,284222,49974,Sports,Channel_52,1
4165133,65131,30847,Music,Channel_9,1
1656464,219752,49683,Music,Channel_57,1
1407819,278439,19204,Gaming,Channel_69,1
879835,100549,166,Music,Channel_43,0
624578,217985,21310,Music,Channel_7,0
3278560,24146,45291,Gaming,Channel_44,0
3170870,24435,17439,News,Channel_44,0
2470485,18971,1254,News,Channel_95,1
3032946,164525,4286,Sports,Channel_68,0
2380093,280977,8009,News,Channel_77,1
4503748,71133,4007,News,Channel_44,1
2761451,104259,14992,Education,Channel_79,0
4799064,25862,40526,Music,Channel_40,1
698389,37545,9723,Music,Channel_77,0
4456978,7014,28104,Music,Channel_43,0
3767176,158905,14590,Gaming,Channel_62,1
4242244,104923,15638,News,Channel_43,1
4174414,249418,45002,Music,Channel_90,1
4928611,7141,46779,Sports,Channel_19,1
3905840,214314,25548,Music,Channel_49,1
3821730,287803,40657,Sports,Channel_65,1
2850310,135181,12016,Education,Channel_77,1
2849411,30590,48183,Gaming,Channel_25,0
3345443,114173,4744,Music,Channel_84,1
1057504,94210,24681,Music,Channel_41,0
2445149,81128,42564,Music,Channel_23,1
2215669,26479,44733,Gaming,Channel_58,1
1955702,24246,37055,Sports,Channel_88,1
4590079,285584,33770,Education,Channel_43,1
1100469,169030,46357,Gaming,Channel_40,1
4145111,83309,30239,News,Channel_30,1
2661038,169262,30894,Gaming,Channel_34,0
1188171,135734,30465,Gaming,Channel_10,0
2934361,72380,12922,Music,Channel_60,1
422655,127855,84,News,Channel_1,0
800717,184358,45783,News,Channel_12,0
2483266,211310,15373,Sports,Channel_46,1
922806,115062,5156,Music,Channel_93,1
3408129,133737,39962,Music,Channel_75,1
4966440,105747,38551,Music,Channel_17,0
792043,178752,38463,Music,Channel_84,1
3302112,136354,45125,Education,Channel_58,1
1194728,96438,49305,Gaming,Channel_38,0
1505329,299625,9653,Gaming,Channel_6,0
1778850,48772,22798,News,Channel_62,0
536888,165389,23068,Gaming,Channel_84,0
3919446,249203,34787,Education,Channel_74,0
2569921,149068,25673,Sports,Channel_10,1
4935164,118346,16155,Gaming,Channel_95,0
4813940,142685,570,Sports,Channel_26,1
2203888,90738,40690,Gaming,Channel_58,0
1860722,291051,16200,Gaming,Channel_17,1
4125741,149884,11769,Education,Channel_53,1
2553192,147493,38921,Music,Channel_78,1
136797,60409,19075,Music,Channel_5,0
2534573,226284,24053,Music,Channel_67,0
1725620,60702,10301,Sports,Channel_20,0
2583229,143852,5507,Sports,Channel_51,0
3113734,73523,37637,Music,Channel_46,1
4831165,201167,48359,Gaming,Channel_79,1
359062,217263,3655,Music,Channel_67,0
2956251,244415,16347,Gaming,Channel_3,0
2078645,155589,22053,Music,Channel_23,0
1402471,59606,2492,Sports,Channel_9,0
4780897,70519,12304,News,Channel_11,1
1717548,8446,39280,News,Channel_47,0
4953505,10096,31403,Music,Channel_49,1
4405003,257154,48011,Gaming,Channel_44,1
1019143,226572,41542,News,Channel_13,0
4101321,1755,37118,Gaming,Channel_8,1
4159527,274851,10882,Gaming,Channel_63,0
1888145,3889,37424,News,Channel_22,0
2098711,216779,8511,Education,Channel_38,0
38361,149581,20699,Gaming,Channel_27,1
2899845,219259,21178,Education,Channel_26,1
3464227,166117,17821,Gaming,Channel_23,0
2458856,299403,16415,Gaming,Channel_95,1
1762856,204391,714,Sports,Channel_93,0
2342102,232710,47857,Music,Channel_65,1
3572488,291230,9231,Education,Channel_74,0
1037,201205,16792,Gaming,Channel_47,0
3618177,164206,47931,Music,Channel_61,1
4498868,146869,48776,Sports,Channel_46,1
622531,71045,7346,Gaming,Channel_4,0
654668,3851,40806,Sports,Channel_31,0
3405158,25412,24124,Music,Channel_4,1
2657040,251103,24048,Music,Channel_29,0
704645,197283,21415,Gaming,Channel_73,1
4912672,97817,17511,Sports,Channel_79,0
1306927,285391,41666,News,Channel_44,0
2622872,174070,12031,Gaming,Channel_3,1
4981142,207392,11215,Gaming,Channel_59,1
594975,144942,11851,Music,Channel_79,1
2866728,90449,33550,Music,Channel_53,0
3984063,269199,38068,News,Channel_11,0
2283373,56445,1178,Gaming,Channel_6,0
2841152,98463,2406,Music,Channel_47,1
2551552,32271,46314,Sports,Channel_7,1
853224,245759,19191,Gaming,Channel_68,1
2393735,2863,45220,Education,Channel_85,0
1362968,75674,19148,Sports,Channel_1,0
3623546,110894,31146,Music,Channel_56,0
4896035,48032,2724,Music,Channel_87,0
3607940,295878,35303,Music,Channel_77,1
3069929,273594,10140,Music,Channel_43,1
3601200,106921,22684,Sports,Channel_28,1
560031,85704,24240,News,Channel_29,0
2702243,196702,19530,Music,Channel_18,1
2120228,195343,22962,Gaming,Channel_87,0
4436728,259014,1201,News,Channel_92,0
207384,205880,10011,News,Channel_73,0
3528089,116199,35657,Education,Channel_62,1
4136554,94213,49796,News,Channel_6,1
4340242,186803,10551,Education,Channel_16,0
2989088,99049,20606,Music,Channel_1,0
980907,264992,12664,Music,Channel_22,0
214968,166412,48472,News,Channel_46,1
4583692,102220,4320,News,Channel_62,1
295957,230658,3088,Music,Channel_23,0
1902737,100176,41456,Gaming,Channel_21,0
4986248,299148,42976,Music,Channel_51,1
2348855,222957,8664,Gaming,Channel_95,1
1465458,30394,42848,Sports,Channel_38,0
2303743,38987,40693,Gaming,Channel_28,1
4589156,23662,1160,Sports,Channel_44,1
986461,194377,10714,Education,Channel_91,1
2622021,10280,4312,Sports,Channel_39,0
3356361,82814,41155,Education,Channel_42,0
1807423,192712,20845,Music,Channel_42,1
1951408,36427,19150,Gaming,Channel_60,0
628915,127400,35215,Sports,Channel_57,0
3595128,56052,22028,Gaming,Channel_77,1
1177957,179923,31309,Gaming,Channel_96,1
1407427,151399,37077,Gaming,Channel_7,1
3490550,167516,43348,Music,Channel_51,1
3896090,177207,41078,Gaming,Channel_97,0
1846786,212066,36264,Music,Channel_77,1
2766013,205184,34484,Music,Channel_32,1
37382,229062,27459,Music,Channel_7,1
863219,81151,21321,Sports,Channel_76,0
1719303,567,48500,Gaming,Channel_40,1
4053127,46662,34440,Music,Channel_15,0
1275856,116058,42162,Music,Channel_59,0
3802082,60951,1455,News,Channel_85,0
3347668,157192,14031,Education,Channel_12,1
3930268,161456,46000,News,Channel_77,1
2708260,42601,22929,Gaming,Channel_42,1
3206677,251618,32137,News,Channel_39,0
2507068,150203,49108,Gaming,Channel_63,1
1636407,267647,39794,Education,Channel_2,1
4093550,259840,29237,News,Channel_29,1
484075,102191,48206,Sports,Channel_61,0
3960770,67828,36746,Gaming,Channel_29,1
1778310,219788,2471,Education,Channel_100,1
328370,263585,41077,Music,Channel_38,1
2929751,100089,367,News,Channel_7,0
2165533,255280,13417,Gaming,Channel_30,1
834142,217209,3374,News,Channel_87,0
4474214,163565,6773,Sports,Channel_92,1
4297720,293349,14205,Gaming,Channel_56,1
3683796,244025,36580,Music,Channel_87,1
